caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
19098,28,NA,5,No,"NA",0,0
19099,43,10,10,Yes,"No, Definitely not",1,1
19100,49,NA,NA,Yes,"NA",1,0
19101,71,NA,NA,Yes,"No, Definitely not",1,0
19102,50,6,5,Yes,"NA",1,0
19103,22,NA,NA,No,Definitely Yes,0,0
19104,71,NA,NA,Yes,"NA",1,0
19105,48,NA,NA,Yes,"NA",1,0
19106,31,NA,NA,Yes,"NA",1,0
19107,45,NA,NA,Yes,"NA",1,0
19108,41,7,4,No,"NA",0,1
19109,19,7,7,No,"NA",0,0
19110,32,NA,NA,Yes,"NA",1,0
19111,59,NA,NA,Yes,"NA",2,1
19112,68,NA,NA,Yes,"NA",1,1
19113,74,NA,NA,Yes,"NA",1,0
19114,78,NA,NA,Yes,"No, Definitely not",1,0
19115,39,NA,NA,Yes,"NA",1,0
19116,80,NA,NA,Yes,"NA",1,0
19117,48,26,26,Yes,"NA",1,0
19118,55,NA,17,No,"No, Definitely not",0,2
19119,59,NA,NA,Yes,"NA",1,0
19120,56,NA,NA,Yes,"NA",2,0
19121,68,NA,NA,No,"No, Definitely not",0,0
19122,53,11,11,Yes,"NA",1,2
19123,37,6,5,No,Unsure,0,1
19124,17,3,3,No,"NA",0,0
19125,80,NA,NA,Yes,"No, Definitely not",2,1
19126,74,NA,NA,Yes,"NA",1,0
19127,56,NA,NA,No,Probably Not,0,0
19128,61,NA,NA,Yes,"NA",1,0
19129,44,NA,NA,Yes,"NA",1,0
19130,79,NA,NA,Yes,"No, Definitely not",1,2
19131,52,NA,17,Yes,"NA",1,1
19132,62,NA,NA,Yes,Probably Not,1,1
19133,30,8,6,No,Probably Not,0,1
19134,29,NA,NA,No,Unsure,0,1
19135,15,NA,NA,No,"NA",0,0
19136,66,NA,NA,Yes,"NA",1,0
19137,58,20,18,No,Probably Yes,0,2
19138,45,NA,NA,Yes,"NA",1,0
19139,62,NA,NA,Yes,"NA",1,0
19140,24,NA,2,No,"NA",0,0
19141,38,NA,NA,No,"NA",0,0
19142,33,NA,NA,No,Probably Yes,0,0
19143,35,NA,NA,Yes,"NA",1,1
19144,43,NA,0,Yes,Probably Yes,1,2
19145,79,NA,NA,Yes,"NA",1,0
19146,75,NA,NA,Yes,"NA",1,0
19147,80,NA,NA,Yes,"NA",1,0
19148,35,NA,NA,No,Probably Not,0,1
19149,47,NA,NA,No,Probably Not,0,0
19150,80,NA,NA,Yes,"NA",1,0
19151,23,NA,NA,No,"NA",0,0
19152,38,7,7,Yes,"NA",1,1
19153,45,13,10,Yes,Unsure,1,1
19154,37,NA,NA,No,Unsure,0,1
19155,63,NA,NA,Yes,"NA",1,0
19156,57,NA,NA,Yes,"NA",1,1
19157,22,17,17,No,Probably Not,0,0
19158,63,NA,NA,Yes,"NA",1,0
19159,40,NA,NA,Yes,"NA",1,0
19160,60,NA,NA,No,Probably Not,0,0
19161,46,29,28,Yes,"NA",1,0
19162,53,NA,NA,Yes,"NA",2,1
19163,66,NA,NA,Yes,"NA",1,0
19164,63,NA,NA,Yes,"NA",1,0
19165,80,NA,NA,Yes,"No, Definitely not",2,0
19166,39,NA,NA,Yes,"NA",1,0
19167,40,NA,NA,Yes,"NA",1,0
19168,57,NA,NA,No,Probably Yes,0,0
19169,75,NA,NA,Yes,"NA",1,0
19170,65,NA,NA,Yes,"NA",1,0
19171,37,NA,NA,Yes,"No, Definitely not",1,2
19172,51,NA,9,No,Probably Yes,0,1
19173,34,NA,NA,No,Probably Yes,0,0
19174,58,NA,NA,Yes,"NA",1,1
19175,67,NA,NA,Yes,Unsure,1,0
19176,60,NA,18,Yes,"NA",1,0
19177,57,NA,NA,Yes,"NA",2,1
19178,64,NA,NA,Yes,"NA",1,0
19179,25,NA,NA,No,"NA",0,0
19180,28,NA,NA,No,"NA",0,0
19181,45,NA,NA,Yes,"NA",1,2
19182,31,NA,NA,Yes,"NA",1,1
19183,61,NA,NA,Yes,"NA",1,0
19184,53,NA,NA,Yes,"NA",1,0
19185,26,3,3,No,"NA",0,1
19186,50,NA,NA,Yes,"NA",1,0
19187,68,26,26,Yes,"NA",1,0
19188,80,NA,NA,Yes,"No, Definitely not",1,0
19189,19,NA,11,No,"NA",0,0
19190,76,NA,NA,Yes,"No, Definitely not",1,0
19191,66,NA,NA,Yes,"NA",2,1
19192,43,NA,NA,Yes,"NA",1,0
19193,30,NA,NA,No,Probably Yes,0,1
19194,22,NA,NA,No,"No, Definitely not",0,0
19195,52,NA,NA,No,"No, Definitely not",0,2
19196,77,28,27,Yes,"NA",1,0
19197,53,NA,NA,Yes,"NA",1,0
19198,34,NA,NA,No,"NA",0,1
19199,48,NA,NA,No,Definitely Yes,0,3
19200,60,NA,NA,Yes,"NA",1,0
19201,75,NA,NA,Yes,"No, Definitely not",1,0
19202,51,NA,NA,Yes,"NA",1,1
19203,32,NA,NA,Yes,"NA",1,0
19204,54,NA,NA,Yes,"NA",1,1
19205,24,NA,NA,No,Probably Yes,0,0
19206,51,NA,NA,Yes,"NA",2,2
19207,66,NA,NA,Yes,"NA",1,0
19208,40,NA,NA,No,"NA",0,0
19209,51,NA,NA,Yes,"NA",1,0
19210,80,NA,NA,Yes,"NA",1,0
19211,80,NA,NA,Yes,"NA",1,0
19212,57,NA,NA,Yes,"NA",1,0
19213,26,NA,NA,Yes,"NA",1,1
19214,77,NA,NA,Yes,"No, Definitely not",1,0
19215,57,NA,NA,No,"No, Definitely not",0,0
19216,66,NA,NA,Yes,"NA",2,2
19217,15,NA,NA,No,"NA",0,0
19218,72,NA,NA,Yes,"NA",1,0
19219,37,NA,NA,Yes,"NA",1,0
19220,49,NA,NA,Yes,"NA",1,0
19221,79,NA,NA,Yes,"NA",1,0
19222,33,NA,NA,No,Definitely Yes,0,1
19223,43,NA,NA,No,Unsure,0,0
19224,33,NA,6,No,"NA",0,0
19225,58,NA,NA,Yes,"NA",1,0
19226,21,NA,NA,No,"NA",0,0
19227,31,NA,NA,No,"NA",0,0
19228,73,NA,NA,Yes,Unsure,1,1
19229,75,NA,NA,No,"NA",0,0
19230,36,21,19,No,Unsure,0,0
19231,70,NA,NA,Yes,"NA",1,0
19232,75,NA,NA,Yes,"No, Definitely not",1,0
19233,65,NA,NA,Yes,"No, Definitely not",1,1
19234,50,NA,NA,Yes,Probably Yes,1,0
19235,69,11,11,Yes,Probably Not,2,1
19236,43,NA,NA,Yes,"NA",1,1
19237,80,NA,NA,Yes,Probably Not,1,0
19238,76,NA,NA,Yes,"No, Definitely not",1,0
19239,57,NA,NA,Yes,"NA",1,1
19240,75,NA,NA,Yes,"NA",1,0
19241,54,13,12,No,"NA",0,0
19242,51,NA,NA,No,"NA",0,2
19243,46,NA,NA,Yes,"NA",1,1
19244,47,NA,NA,No,"NA",0,1
19245,32,NA,NA,No,"NA",0,0
19246,53,NA,NA,No,"No, Definitely not",0,2
19247,33,NA,12,No,"NA",0,0
19248,39,25,9,Yes,"NA",1,0
19249,67,NA,NA,Yes,"NA",1,0
19250,31,NA,NA,No,Probably Not,0,2
19251,66,NA,NA,Yes,"NA",1,0
19252,64,NA,NA,No,"NA",0,1
19253,61,NA,NA,No,"NA",0,1
19254,34,NA,NA,No,"NA",0,0
19255,80,NA,NA,Yes,"NA",1,0
19256,69,NA,NA,Yes,"NA",1,0
19257,46,NA,NA,Yes,"NA",1,1
19258,62,NA,NA,Yes,"NA",1,0
19259,63,NA,NA,Yes,"No, Definitely not",1,1
19260,70,NA,NA,Yes,"No, Definitely not",1,1
19261,77,NA,NA,Yes,"No, Definitely not",1,0
19262,29,NA,NA,Yes,"NA",1,0
19263,79,17,10,Yes,"NA",1,0
19264,61,NA,NA,Yes,"NA",1,0
19265,70,NA,NA,No,Probably Not,0,0
19266,48,NA,NA,Yes,"NA",2,2
19267,27,NA,NA,No,Definitely Yes,0,1
19268,65,NA,NA,Yes,"No, Definitely not",1,0
19269,46,8,7,Yes,"NA",1,0
19270,54,NA,NA,Yes,"NA",2,2
19271,39,NA,16,Yes,"NA",1,0
19272,52,NA,NA,No,Probably Not,0,0
19273,57,NA,NA,Yes,"NA",1,0
19274,52,NA,NA,Yes,"NA",1,0
19275,67,NA,NA,Yes,"No, Definitely not",1,0
19276,36,NA,5,No,"NA",0,1
19277,54,NA,NA,No,Unsure,0,0
19278,57,15,1,No,Unsure,0,3
19279,22,NA,NA,No,Probably Yes,0,0
19280,80,NA,NA,Yes,"No, Definitely not",1,0
19281,45,NA,NA,Yes,"NA",2,1
19282,59,NA,NA,Yes,"NA",1,0
19283,60,NA,NA,Yes,"NA",1,0
19284,70,NA,NA,Yes,"NA",1,0
19285,61,NA,NA,No,Probably Not,0,0
19286,64,NA,NA,Yes,"NA",1,0
19287,55,NA,NA,Yes,"NA",1,1
19288,60,NA,NA,Yes,"NA",2,1
19289,22,NA,NA,No,Probably Yes,0,0
19290,64,NA,NA,No,"NA",0,0
19291,62,NA,NA,Yes,"NA",1,0
19292,28,NA,NA,No,"NA",0,0
19293,45,NA,NA,Yes,"NA",1,0
19294,49,13,11,Yes,"NA",1,0
19295,27,22,12,No,"NA",0,0
19296,69,NA,NA,No,"No, Definitely not",0,0
19297,67,NA,NA,Yes,"NA",1,0
19298,70,NA,NA,Yes,"No, Definitely not",1,0
19299,36,NA,35,No,"NA",0,1
19300,60,NA,NA,Yes,"NA",3,2
19301,60,NA,NA,Yes,"NA",2,1
19302,74,NA,NA,Yes,"NA",1,0
19303,60,NA,NA,Yes,"NA",2,2
19304,17,NA,NA,No,"NA",0,0
19305,60,NA,NA,Yes,Probably Not,1,1
19306,57,NA,18,No,"NA",0,0
19307,80,NA,NA,Yes,"No, Definitely not",3,2
19308,63,NA,NA,Yes,"NA",3,1
19309,54,NA,NA,Yes,"NA",1,0
19310,69,NA,NA,Yes,"No, Definitely not",1,0
19311,31,NA,NA,Yes,"NA",1,0
19312,34,NA,NA,No,"NA",0,0
19313,73,NA,14,Yes,Probably Not,1,0
19314,22,NA,7,No,Unsure,0,0
19315,61,NA,NA,Yes,"NA",1,0
19316,39,18,17,Yes,"NA",1,0
19317,80,NA,NA,Yes,Probably Not,1,0
19318,46,17,7,Yes,"NA",1,0
19319,18,NA,NA,No,"NA",0,0
19320,26,NA,NA,No,Definitely Yes,0,0
19321,41,7,7,No,"No, Definitely not",0,0
19322,47,NA,NA,No,Probably Yes,0,0
19323,47,NA,NA,Yes,"NA",1,1
19324,80,NA,NA,Yes,"No, Definitely not",1,0
19325,32,NA,NA,Yes,"NA",1,0
19326,61,NA,NA,Yes,"NA",1,0
19327,36,25,15,Yes,"NA",2,1
19328,41,NA,NA,No,Unsure,0,1
19329,43,NA,NA,Yes,"NA",1,0
19330,29,3,2,Yes,"NA",1,0
19331,55,10,NA,Yes,Unsure,1,2
19332,63,NA,NA,Yes,"NA",1,0
19333,62,NA,NA,Yes,Probably Not,1,1
19334,53,NA,NA,No,"NA",0,0
19335,77,NA,NA,Yes,"NA",1,0
19336,60,NA,NA,Yes,"NA",1,0
19337,52,NA,NA,No,"NA",0,0
19338,43,NA,NA,Yes,"NA",1,0
19339,78,NA,NA,Yes,"NA",1,0
19340,25,NA,NA,No,Definitely Yes,0,0
19341,66,NA,NA,Yes,"NA",1,0
19342,39,NA,NA,Yes,"NA",1,0
19343,24,NA,NA,No,"NA",0,0
19344,59,NA,NA,Yes,"NA",2,2
19345,57,NA,26,Yes,"NA",1,0
19346,64,NA,NA,Yes,"NA",1,0
19347,30,NA,NA,Yes,"NA",1,0
19348,32,18,16,No,Probably Not,0,2
19349,58,NA,NA,Yes,"NA",1,0
19350,45,NA,5,No,Unsure,0,1
19351,55,NA,NA,Yes,Probably Not,1,1
19352,33,NA,NA,Yes,"NA",1,0
19353,71,NA,NA,No,Probably Not,0,2
19354,60,NA,NA,Yes,"NA",1,1
19355,63,NA,NA,Yes,Probably Yes,1,1
19356,66,NA,NA,Yes,Probably Not,1,2
19357,35,NA,NA,No,"NA",0,0
19358,51,NA,NA,No,"NA",0,0
19359,64,NA,NA,No,"NA",0,0
19360,46,NA,11,Yes,Probably Yes,1,1
19361,52,21,21,No,"NA",0,0
19362,58,NA,NA,No,"No, Definitely not",0,1
19363,67,NA,NA,Yes,"No, Definitely not",1,1
19364,64,20,20,Yes,Probably Not,1,1
19365,62,NA,NA,Yes,"NA",1,1
19366,42,NA,NA,No,"NA",0,1
19367,48,NA,NA,Yes,"NA",1,0
19368,24,2,2,No,"NA",0,0
19369,17,5,5,No,"NA",0,0
19370,39,NA,19,Yes,"NA",1,0
19371,76,NA,NA,Yes,"No, Definitely not",1,0
19372,29,NA,NA,No,"NA",0,0
19373,64,NA,NA,Yes,"No, Definitely not",1,0
19374,58,NA,NA,Yes,"NA",1,0
19375,42,NA,35,Yes,"NA",2,3
19376,58,NA,NA,Yes,"NA",1,0
19377,80,NA,NA,Yes,"No, Definitely not",1,0
19378,80,NA,NA,Yes,"No, Definitely not",1,0
19379,31,NA,NA,No,"No, Definitely not",0,1
19380,57,NA,NA,Yes,"NA",1,1
19381,80,NA,24,Yes,"No, Definitely not",1,0
19382,80,NA,NA,Yes,"No, Definitely not",1,0
19383,31,NA,NA,No,"NA",0,3
19384,23,NA,NA,No,Probably Not,0,1
19385,31,NA,NA,Yes,"NA",1,0
19386,72,NA,NA,Yes,"NA",1,0
19387,67,NA,NA,No,Probably Not,0,2
19388,53,NA,NA,Yes,"NA",2,1
19389,56,NA,NA,Yes,"NA",2,1
19390,36,NA,NA,No,Probably Not,0,0
19391,58,NA,NA,Yes,"NA",2,1
19392,52,NA,NA,Yes,"NA",1,0
19393,57,NA,NA,Yes,"NA",1,2
19394,45,NA,NA,No,"NA",0,0
19395,50,NA,NA,No,Probably Not,0,1
19396,40,NA,NA,No,"No, Definitely not",0,1
19397,69,NA,NA,Yes,"NA",1,0
19398,69,NA,NA,Yes,"NA",1,0
19399,74,NA,NA,Yes,Don't know,1,0
19400,37,NA,NA,Yes,"NA",1,1
19401,64,NA,NA,Yes,Probably Yes,2,1
19402,35,NA,NA,Yes,"NA",1,0
19403,78,NA,NA,Yes,"No, Definitely not",1,1
19404,57,NA,NA,Yes,"NA",1,0
19405,56,NA,NA,Yes,"NA",2,1
19406,80,NA,NA,Yes,"NA",2,1
19407,69,NA,NA,Yes,"NA",1,0
19408,33,NA,NA,No,"NA",0,0
19409,44,NA,NA,No,"NA",0,0
19410,56,NA,NA,Yes,"NA",1,0
19411,74,NA,NA,Yes,"No, Definitely not",1,0
19412,34,NA,NA,Yes,"NA",1,0
19413,36,NA,NA,No,Probably Not,0,0
19414,47,NA,NA,Yes,"NA",1,0
19415,43,NA,NA,Yes,Probably Not,1,2
19416,56,NA,NA,Yes,"NA",1,1
19417,35,NA,NA,Yes,"NA",1,1
19418,49,NA,NA,Yes,"NA",2,1
19419,63,NA,NA,Yes,"NA",1,0
19420,45,NA,NA,Yes,Probably Yes,1,1
19421,74,NA,NA,Yes,"NA",1,0
19422,28,NA,NA,Yes,"NA",1,0
19423,45,NA,NA,Yes,"NA",1,0
19424,51,NA,NA,Yes,"NA",1,0
19425,35,NA,NA,No,Probably Yes,0,1
19426,42,NA,NA,Yes,"NA",1,0
19427,46,NA,NA,No,"NA",0,0
19428,51,NA,NA,Yes,Probably Not,2,2
19429,38,15,10,No,"NA",0,0
19430,59,NA,NA,Yes,Unsure,1,0
19431,55,NA,NA,Yes,"NA",1,0
19432,58,NA,NA,No,"NA",0,2
19433,41,NA,NA,Yes,"NA",1,2
19434,19,NA,NA,No,"NA",0,0
19435,64,NA,NA,Yes,"NA",1,0
19436,68,NA,NA,Yes,"No, Definitely not",1,1
19437,59,NA,NA,Yes,"NA",1,1
19438,53,NA,NA,No,Unsure,0,0
19439,68,NA,NA,Yes,"NA",1,0
19440,66,NA,NA,Yes,"No, Definitely not",1,4
19441,29,NA,NA,Yes,"NA",1,0
19442,29,NA,NA,No,Definitely Yes,0,1
19443,38,NA,NA,Yes,Unsure,1,0
19444,19,16,15,No,"NA",0,0
19445,26,NA,NA,No,Definitely Yes,0,0
19446,70,NA,NA,Yes,"NA",1,0
19447,71,NA,NA,Yes,"NA",1,0
19448,49,NA,NA,No,Unsure,0,1
19449,57,NA,NA,Yes,"NA",1,1
19450,71,NA,3,Yes,Unsure,2,2
19451,40,NA,NA,Yes,"NA",1,0
19452,51,NA,NA,Yes,"NA",1,0
19453,57,8,7,No,"NA",0,0
19454,20,NA,NA,No,Definitely Yes,0,0
19455,32,NA,NA,No,"NA",0,0
19456,66,NA,NA,Yes,"NA",2,2
19457,74,NA,NA,Yes,"No, Definitely not",1,1
19458,64,NA,NA,Yes,"No, Definitely not",1,0
19459,53,NA,NA,Yes,"NA",1,0
19460,67,NA,NA,Yes,"NA",1,0
19461,55,NA,NA,Yes,"NA",1,0
19462,22,7,7,No,"NA",0,0
19463,53,NA,NA,No,"No, Definitely not",0,0
19464,55,NA,NA,Yes,"NA",1,2
19465,80,NA,NA,Yes,"No, Definitely not",1,0
19466,21,NA,NA,No,Definitely Yes,0,0
19467,77,NA,NA,Yes,Probably Not,1,1
19468,80,NA,NA,Yes,"No, Definitely not",1,0
19469,63,NA,NA,Yes,Probably Not,2,1
19470,17,NA,NA,No,"NA",0,0
19471,35,NA,11,No,"NA",0,1
19472,70,NA,NA,Yes,"NA",1,0
19473,80,NA,NA,Yes,"NA",1,0
19474,68,NA,NA,Yes,"NA",1,0
19475,52,NA,9,Yes,"NA",1,0
19476,60,NA,NA,Yes,"NA",1,0
19477,20,NA,NA,No,Probably Yes,0,0
19478,40,NA,NA,No,"NA",0,2
19479,21,3,3,No,Definitely Yes,0,0
19480,54,NA,NA,Yes,"NA",1,0
19481,75,NA,NA,Yes,"NA",1,0
19482,53,NA,NA,Yes,"NA",1,1
19483,72,NA,NA,Yes,"NA",1,0
19484,35,NA,NA,Yes,"NA",1,0
19485,43,NA,NA,Yes,"NA",1,0
19486,49,NA,NA,Yes,"NA",2,1
19487,40,NA,1,Yes,"NA",2,1
19488,53,NA,NA,No,"NA",0,0
19489,40,NA,16,No,"No, Definitely not",0,0
19490,70,NA,NA,Yes,Probably Yes,1,1
19491,58,NA,NA,No,"NA",0,0
19492,40,28,27,Yes,"NA",1,0
19493,69,NA,NA,Yes,Probably Not,1,0
19494,28,NA,NA,Yes,"NA",1,0
19495,65,35,35,No,Probably Not,0,0
19496,80,NA,35,Yes,"No, Definitely not",1,0
19497,59,NA,NA,Yes,"NA",1,0
19498,29,NA,NA,No,"NA",0,0
19499,42,6,NA,Yes,"NA",1,1
19500,74,NA,NA,Yes,"NA",1,0
19501,61,NA,NA,Yes,"No, Definitely not",1,1
19502,47,NA,NA,Yes,"NA",1,0
19503,63,NA,NA,Yes,"NA",1,0
19504,57,17,15,Yes,"NA",1,0
19505,39,NA,NA,No,Probably Yes,0,1
19506,37,NA,NA,Yes,"NA",1,0
19507,75,NA,NA,Yes,"No, Definitely not",1,1
19508,80,NA,NA,Yes,"No, Definitely not",1,0
19509,71,NA,NA,Yes,"No, Definitely not",1,2
19510,39,NA,NA,Yes,"NA",2,2
19511,39,NA,NA,Yes,"NA",2,1
19512,67,NA,NA,Yes,"NA",2,1
19513,58,NA,NA,Yes,"NA",3,1
19514,71,NA,NA,No,"NA",0,1
19515,39,NA,NA,Yes,"NA",1,0
19516,63,NA,NA,Yes,"NA",1,0
19517,27,NA,3,No,"NA",0,0
19518,59,NA,NA,Yes,"No, Definitely not",1,2
19519,57,NA,NA,Yes,"NA",1,0
19520,26,NA,NA,No,"NA",0,0
19521,79,NA,NA,Yes,"NA",1,0
19522,45,NA,NA,Yes,"NA",1,0
19523,74,NA,NA,Yes,"NA",1,0
19524,52,9,9,Yes,"NA",1,0
19525,57,24,21,No,Unsure,0,0
19526,68,NA,NA,Yes,"NA",1,0
19527,55,NA,NA,Yes,"NA",2,1
19528,29,NA,NA,No,"NA",0,0
19529,78,NA,4,Yes,"NA",1,0
19530,58,28,22,Yes,"NA",1,0
19531,54,NA,NA,Yes,"NA",2,2
19532,28,5,3,Yes,"NA",1,0
19533,70,NA,31,Yes,"NA",1,2
19534,31,NA,NA,No,"NA",0,0
19535,52,NA,NA,Yes,"NA",1,0
19536,45,NA,NA,Yes,"NA",1,0
19537,39,30,30,No,"NA",0,0
19538,65,NA,NA,Yes,"NA",1,0
19539,57,NA,NA,No,Don't know,0,0
19540,80,NA,NA,Yes,"NA",1,0
19541,67,NA,NA,Yes,"No, Definitely not",1,2
19542,68,NA,NA,Yes,"NA",1,0
19543,80,NA,NA,Yes,"No, Definitely not",1,0
19544,40,NA,NA,Yes,"NA",1,1
19545,57,NA,NA,Yes,"NA",1,0
19546,19,NA,NA,No,"NA",0,0
19547,77,NA,NA,Yes,Unsure,1,0
19548,69,NA,7,Yes,"NA",1,0
19549,50,NA,NA,No,"No, Definitely not",0,1
19550,50,NA,NA,Yes,"NA",1,1
19551,55,NA,NA,Yes,"No, Definitely not",1,1
19552,52,NA,NA,Yes,"NA",1,1
19553,59,NA,NA,Yes,"No, Definitely not",1,1
19554,77,NA,NA,Yes,"NA",1,0
19555,46,NA,NA,No,Don't know,0,2
19556,58,NA,NA,Yes,"NA",1,0
19557,34,16,16,No,"NA",0,0
19558,31,NA,NA,Yes,"NA",1,0
19559,71,NA,NA,Yes,Probably Not,1,0
19560,20,NA,14,No,Probably Yes,0,0
19561,73,NA,NA,Yes,"NA",2,2
19562,74,NA,NA,Yes,"NA",1,0
19563,72,NA,NA,Yes,"NA",1,0
19564,49,NA,NA,Yes,"NA",1,0
19565,64,NA,NA,Yes,"NA",1,0
19566,27,8,8,No,"NA",0,2
19567,53,NA,NA,No,"No, Definitely not",0,3
19568,44,NA,NA,Yes,"NA",1,0
19569,78,NA,NA,Yes,"NA",1,0
19570,73,NA,NA,Yes,"NA",1,0
19571,80,NA,NA,Yes,"NA",1,0
19572,44,NA,NA,Yes,"NA",1,0
19573,66,NA,NA,Yes,"NA",1,0
19574,66,NA,NA,Yes,"NA",1,0
19575,67,NA,NA,Yes,"No, Definitely not",1,1
19576,72,NA,NA,Yes,"No, Definitely not",1,1
19577,47,NA,NA,Yes,"NA",1,0
19578,42,NA,NA,No,"NA",0,1
19579,50,NA,13,Yes,"NA",1,0
19580,65,NA,NA,Yes,"NA",1,0
19581,49,NA,NA,Yes,"NA",2,1
19582,30,NA,NA,Yes,"NA",1,0
19583,41,NA,NA,Yes,"NA",2,1
19584,66,NA,NA,Yes,"NA",2,1
19585,74,NA,NA,Yes,"NA",1,0
19586,31,NA,27,Yes,"NA",1,1
19587,53,NA,NA,No,"No, Definitely not",0,3
19588,44,NA,NA,No,Probably Yes,0,0
19589,59,NA,NA,Yes,Probably Not,1,1
19590,60,NA,NA,No,"NA",0,0
19591,17,NA,NA,No,"NA",0,0
19592,67,NA,NA,Yes,"NA",1,0
19593,59,NA,NA,No,Probably Not,0,1
19594,38,NA,NA,Yes,"NA",1,3
19595,74,NA,NA,Yes,"NA",1,0
19596,30,NA,NA,Yes,"NA",1,0
19597,56,NA,NA,No,"NA",0,2
19598,36,NA,NA,No,Probably Yes,0,0
19599,22,NA,NA,No,"NA",0,0
19600,42,4,4,Yes,"NA",2,1
19601,70,NA,NA,Yes,"NA",2,1
19602,62,25,18,Yes,"No, Definitely not",2,3
19603,58,NA,NA,Yes,"NA",1,1
19604,55,NA,NA,Yes,"NA",1,0
19605,70,NA,NA,Yes,"NA",1,0
19606,71,NA,NA,Yes,"NA",2,0
19607,71,NA,NA,Yes,"NA",2,1
19608,78,NA,NA,Yes,"NA",1,0
19609,74,NA,NA,Yes,Probably Not,1,0
19610,59,NA,NA,No,Unsure,0,0
19611,44,NA,NA,Yes,"NA",1,1
19612,56,NA,NA,No,"NA",0,2
19613,55,NA,NA,Yes,"NA",1,0
19614,51,NA,NA,Yes,"NA",1,1
19615,62,NA,NA,Yes,"NA",1,0
19616,56,NA,NA,Yes,"NA",1,0
19617,39,NA,NA,Yes,"NA",1,1
19618,58,NA,NA,No,"No, Definitely not",0,0
19619,71,NA,NA,Yes,"No, Definitely not",1,1
19620,71,NA,NA,Yes,"No, Definitely not",1,0
19621,27,NA,NA,Yes,"NA",1,0
19622,80,NA,NA,Yes,Probably Not,1,0
19623,67,NA,NA,Yes,"NA",1,0
19624,16,NA,NA,No,"NA",0,0
19625,66,NA,NA,Yes,"NA",1,0
19626,60,15,13,Yes,"NA",1,1
19627,53,NA,NA,No,"NA",0,0
19628,41,NA,NA,Yes,"NA",1,0
19629,61,NA,NA,Yes,"NA",2,2
19630,26,NA,1,No,"NA",0,0
19631,80,NA,NA,Yes,Probably Not,1,2
19632,46,NA,NA,Yes,"NA",1,0
19633,36,NA,NA,Yes,"NA",1,0
19634,42,NA,18,Yes,"NA",1,1
19635,64,NA,NA,Yes,"NA",1,0
19636,72,NA,NA,Yes,"NA",1,0
19637,34,NA,NA,No,"NA",0,0
19638,36,NA,NA,Yes,"NA",1,0
19639,32,NA,NA,No,"NA",0,1
19640,38,NA,NA,Yes,"NA",1,0
19641,74,NA,NA,Yes,"NA",1,0
19642,57,NA,NA,No,"NA",0,1
19643,79,NA,NA,Yes,"NA",1,0
19644,67,NA,NA,Yes,"NA",3,2
19645,42,NA,NA,Yes,"NA",1,0
19646,38,NA,NA,Yes,"NA",1,0
19647,46,25,23,Yes,"NA",1,0
19648,37,NA,NA,Yes,"NA",1,1
19649,50,NA,NA,Yes,"NA",1,0
19650,65,NA,NA,Yes,"NA",1,0
19651,46,NA,NA,Yes,"NA",1,1
19652,53,NA,NA,Yes,"NA",1,0
19653,31,NA,NA,No,Probably Not,0,1
19654,70,NA,NA,Yes,"No, Definitely not",1,3
19655,51,NA,NA,No,Probably Yes,0,1
19656,43,NA,NA,No,Probably Not,0,1
19657,43,NA,NA,Yes,"NA",1,1
19658,54,NA,NA,Yes,"NA",1,0
19659,33,NA,NA,Yes,"NA",1,0
19660,47,NA,NA,Yes,"NA",1,0
19661,15,2,1,No,"NA",0,0
19662,36,NA,NA,No,Probably Yes,0,1
19663,48,NA,NA,Yes,"NA",2,1
19664,52,NA,NA,No,"No, Definitely not",0,1
19665,67,NA,NA,Yes,"NA",1,0
19666,45,NA,NA,No,Unsure,0,0
19667,55,32,32,Yes,"NA",1,0
19668,19,NA,NA,No,"NA",0,0
19669,73,NA,NA,Yes,"NA",1,0
19670,61,NA,NA,Yes,"NA",2,1
19671,45,NA,NA,Yes,"NA",1,0
19672,67,NA,NA,No,Unsure,0,0
19673,63,NA,NA,Yes,"NA",1,0
19674,26,NA,NA,No,"NA",0,0
19675,30,0,0,No,"No, Definitely not",0,0
19676,52,8,7,Yes,"NA",1,0
19677,75,NA,NA,Yes,Probably Not,1,1
19678,65,NA,NA,Yes,"NA",1,0
19679,50,NA,5,Yes,"NA",2,1
19680,59,NA,NA,Yes,Probably Yes,1,0
19681,80,NA,NA,Yes,"No, Definitely not",1,0
19682,18,NA,16,No,"NA",0,0
19683,30,NA,12,No,"NA",0,0
19684,47,NA,NA,Yes,"NA",1,0
19685,66,NA,NA,Yes,"No, Definitely not",1,0
19686,61,NA,NA,Yes,"NA",1,0
19687,62,14,10,Yes,"No, Definitely not",1,1
19688,40,NA,NA,Yes,"NA",1,0
19689,69,NA,NA,Yes,"NA",2,0
19690,78,NA,NA,Yes,Probably Not,1,0
19691,15,NA,NA,No,"NA",0,0
19692,65,NA,NA,Yes,"NA",1,0
19693,34,NA,13,No,"NA",0,1
19694,75,NA,NA,Yes,"NA",1,0
19695,40,NA,NA,Yes,"NA",1,0
19696,54,NA,NA,Yes,"NA",1,0
19697,46,7,5,Yes,"NA",1,0
19698,74,NA,NA,Yes,"No, Definitely not",1,1
19699,80,NA,NA,Yes,"No, Definitely not",1,0
