caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
622,41,NA,NA,Yes,"No, Definitely not",1,0
623,29,NA,NA,No,"NA",0,0
624,55,NA,NA,Yes,"NA",1,0
625,59,8,7,Yes,"No, Definitely not",3,4
626,75,NA,NA,Yes,Probably Not,1,0
627,64,NA,NA,Yes,"NA",2,1
628,15,NA,NA,No,"NA",0,0
629,54,NA,NA,Yes,"NA",1,0
630,25,16,16,No,Definitely Yes,0,0
631,30,NA,NA,Yes,"NA",1,0
632,43,NA,NA,Yes,"NA",2,1
633,46,20,18,Yes,Probably Yes,2,3
634,51,NA,NA,No,"NA",0,1
635,69,NA,NA,Yes,"No, Definitely not",1,0
636,66,NA,NA,Yes,"NA",1,0
637,21,10,10,No,"NA",0,0
638,38,17,14,Yes,"NA",1,0
639,54,NA,NA,Yes,"NA",2,1
640,39,NA,NA,No,Probably Yes,0,2
641,66,NA,NA,No,"No, Definitely not",0,0
642,50,NA,NA,No,Unsure,0,0
643,51,NA,NA,Yes,"NA",1,0
644,20,NA,NA,No,Probably Yes,0,0
645,27,7,7,No,"No, Definitely not",0,0
646,29,NA,NA,Yes,"NA",1,0
647,30,10,7,No,"NA",0,0
648,31,NA,NA,Yes,"NA",1,0
649,32,NA,NA,Yes,"NA",1,0
650,62,NA,NA,Yes,"NA",1,0
651,51,10,7,Yes,"NA",2,1
652,59,NA,NA,Yes,"NA",2,1
653,70,NA,NA,Yes,"NA",1,0
654,42,NA,NA,Yes,"NA",1,1
655,54,NA,NA,Yes,Probably Not,1,1
656,60,NA,NA,No,"NA",0,1
657,23,NA,NA,No,Probably Yes,0,0
658,69,NA,NA,Yes,"NA",1,0
659,45,NA,NA,Yes,"NA",1,1
660,31,NA,NA,No,Unsure,0,2
661,57,NA,NA,Yes,"NA",1,1
662,22,NA,NA,No,"NA",0,0
663,68,24,19,No,"No, Definitely not",0,0
664,80,NA,NA,Yes,"NA",1,0
665,39,NA,NA,Yes,"NA",2,1
666,68,NA,23,Yes,"NA",1,0
667,73,NA,15,Yes,"NA",2,1
668,67,NA,NA,Yes,"NA",2,2
669,18,NA,NA,No,"NA",0,0
670,80,NA,18,Yes,"No, Definitely not",2,0
671,26,NA,NA,No,"NA",0,1
672,80,NA,NA,Yes,"NA",1,1
673,40,NA,NA,Yes,"NA",2,2
674,48,NA,NA,Yes,"NA",1,0
675,42,NA,NA,No,Unsure,0,0
676,32,NA,NA,No,Probably Yes,0,0
677,62,NA,NA,Yes,"NA",1,1
678,69,5,5,Yes,"No, Definitely not",1,1
679,29,NA,NA,Yes,"NA",1,0
680,21,NA,NA,No,Definitely Yes,0,0
681,40,NA,NA,Yes,"NA",1,1
682,58,13,12,Yes,Unsure,2,3
683,73,NA,NA,Yes,"NA",1,0
684,22,21,11,No,Definitely Yes,0,0
685,77,NA,NA,Yes,"NA",1,1
686,58,NA,NA,Yes,"NA",2,2
687,27,NA,NA,No,"NA",0,0
688,45,NA,NA,No,Probably Not,0,1
689,80,NA,NA,Yes,"No, Definitely not",1,0
690,55,NA,NA,Yes,"NA",2,1
691,25,10,9,No,"NA",0,0
692,61,NA,16,Yes,"NA",1,0
693,22,NA,6,No,Probably Yes,0,0
694,36,NA,NA,No,"NA",0,1
695,67,NA,35,Yes,"No, Definitely not",1,0
696,65,NA,NA,Yes,"NA",1,0
697,75,NA,NA,Yes,"NA",1,0
698,43,NA,NA,Yes,"NA",1,0
699,59,NA,NA,Yes,"NA",1,0
700,75,NA,NA,Yes,"No, Definitely not",2,3
701,56,NA,NA,Yes,Definitely Yes,1,2
702,66,NA,NA,Yes,Probably Not,1,1
703,78,NA,NA,Yes,"NA",1,0
704,59,NA,NA,Yes,"NA",1,1
705,37,NA,NA,Yes,"NA",1,0
706,80,NA,NA,Yes,"No, Definitely not",1,0
707,49,NA,NA,No,Probably Yes,0,0
708,54,NA,NA,Yes,"NA",1,1
709,54,NA,NA,No,"No, Definitely not",0,1
710,36,NA,NA,No,Probably Yes,0,1
711,80,NA,NA,Yes,"NA",2,0
712,17,NA,NA,No,"NA",0,0
713,40,NA,6,Yes,"NA",1,1
714,23,NA,NA,No,Definitely Yes,0,0
715,68,NA,NA,Yes,Unsure,1,0
716,42,NA,9,No,"NA",0,2
717,55,35,35,Yes,"No, Definitely not",1,1
718,62,NA,NA,Yes,"NA",1,1
719,19,NA,NA,No,"NA",0,0
720,33,NA,NA,No,"NA",0,1
721,66,NA,NA,Yes,"NA",2,1
722,64,NA,NA,Yes,"NA",1,0
723,58,NA,NA,No,"NA",0,2
724,66,NA,NA,Yes,"NA",1,0
725,59,NA,NA,No,"NA",0,0
726,53,NA,25,Yes,"NA",1,0
727,48,NA,NA,Yes,Probably Yes,1,2
728,50,NA,NA,Yes,"NA",1,0
729,74,NA,NA,Yes,"NA",1,0
730,79,NA,NA,Yes,"No, Definitely not",1,0
731,77,NA,NA,Yes,"NA",1,0
732,58,NA,NA,No,"No, Definitely not",0,0
733,51,NA,NA,Yes,"NA",1,0
734,76,29,27,Yes,"NA",1,0
735,52,NA,NA,Yes,"NA",1,2
736,71,NA,NA,Yes,Probably Not,1,1
737,43,21,18,Yes,"NA",1,0
738,27,NA,NA,No,"NA",0,0
739,60,NA,NA,Yes,"NA",1,0
740,42,28,25,Yes,"NA",1,0
741,47,NA,NA,No,Probably Not,0,1
742,64,NA,NA,Yes,"NA",1,0
743,70,NA,NA,Yes,"NA",1,0
744,58,NA,NA,Yes,"NA",1,0
745,53,28,27,Yes,"NA",1,1
746,40,NA,NA,No,"NA",0,0
747,80,NA,NA,Yes,"No, Definitely not",1,0
748,20,NA,NA,No,"NA",0,0
749,31,NA,NA,Yes,"NA",1,0
750,75,NA,NA,Yes,"No, Definitely not",1,0
751,65,NA,NA,Yes,"NA",1,0
752,77,NA,NA,Yes,"NA",1,0
753,56,6,NA,No,"NA",0,2
754,80,NA,NA,Yes,"NA",1,0
755,34,12,11,No,Probably Yes,0,0
756,65,NA,NA,Yes,"NA",1,1
757,22,NA,NA,Yes,"NA",1,0
758,77,NA,NA,Yes,"NA",2,0
759,79,NA,NA,Yes,"No, Definitely not",1,0
760,30,NA,NA,Yes,"NA",1,0
761,58,NA,NA,Yes,"NA",1,0
762,59,NA,NA,Yes,"NA",1,0
763,52,NA,5,No,Probably Not,0,3
764,28,NA,NA,No,Probably Yes,0,0
765,76,16,15,Yes,"NA",1,0
766,65,NA,NA,Yes,Probably Not,1,0
767,39,24,23,Yes,"NA",1,1
768,60,NA,NA,Yes,"No, Definitely not",1,1
769,72,NA,NA,Yes,"NA",1,0
770,71,35,35,Yes,"No, Definitely not",1,1
771,44,NA,NA,No,"NA",0,1
772,54,NA,NA,Yes,"NA",2,1
773,32,10,5,Yes,"NA",1,0
774,39,12,10,Yes,"NA",1,1
775,66,NA,NA,Yes,"NA",1,1
776,48,NA,NA,Yes,"NA",1,0
777,75,NA,NA,Yes,Probably Not,1,0
778,34,NA,NA,Yes,"NA",1,0
779,54,NA,NA,Yes,"NA",1,1
780,80,NA,NA,Yes,"NA",1,0
781,72,NA,NA,Yes,"NA",1,1
782,57,NA,NA,Yes,"NA",1,0
783,47,NA,NA,Yes,"NA",1,0
784,49,NA,NA,Yes,"NA",1,0
785,69,NA,9,Yes,"NA",2,1
786,33,NA,NA,No,Unsure,0,2
787,69,NA,NA,Yes,"NA",1,1
788,68,NA,NA,Yes,"NA",1,0
789,58,NA,NA,Yes,"NA",1,0
790,52,NA,NA,Yes,"NA",1,0
791,61,NA,NA,No,"NA",0,0
792,69,NA,NA,Yes,"No, Definitely not",1,2
793,78,NA,NA,Yes,"No, Definitely not",1,0
794,31,NA,NA,Yes,"NA",1,0
795,35,NA,6,Yes,"NA",1,1
796,50,18,17,No,"No, Definitely not",0,2
797,71,NA,NA,Yes,"NA",1,0
798,66,NA,NA,Yes,Probably Not,1,0
799,48,7,7,Yes,"NA",1,0
800,31,NA,12,No,"NA",0,1
801,53,NA,NA,No,Probably Not,0,2
802,70,NA,NA,Yes,"No, Definitely not",1,0
803,48,NA,NA,Yes,"NA",2,1
804,63,NA,NA,Yes,"NA",1,1
805,54,NA,NA,No,Unsure,0,0
806,37,14,14,No,"NA",0,0
807,21,NA,NA,No,Definitely Yes,0,0
808,33,NA,NA,No,"NA",0,0
809,41,NA,NA,No,"NA",0,0
810,38,NA,10,No,"NA",0,3
811,44,19,19,Yes,"NA",1,1
812,18,NA,NA,No,"NA",0,0
813,41,NA,NA,No,"NA",0,0
814,47,NA,NA,No,"NA",0,0
815,69,NA,NA,No,"NA",0,0
816,53,NA,NA,Yes,"NA",1,0
817,16,NA,NA,No,"NA",0,0
818,68,NA,NA,Yes,"NA",1,0
819,75,NA,NA,Yes,"NA",1,0
820,30,NA,NA,Yes,"NA",1,0
821,36,NA,NA,No,Probably Yes,0,1
822,80,12,5,Yes,"No, Definitely not",1,2
823,80,NA,NA,Yes,"No, Definitely not",1,0
824,73,NA,NA,Yes,"NA",2,0
825,26,NA,NA,No,"NA",0,0
826,43,NA,NA,No,Unsure,0,0
827,56,NA,14,Yes,"No, Definitely not",2,2
828,68,NA,NA,Yes,"NA",1,0
829,35,16,8,Yes,"NA",1,1
830,60,NA,NA,Yes,"NA",1,2
831,66,NA,NA,Yes,"NA",1,0
832,51,NA,5,No,"NA",0,1
833,62,NA,NA,Yes,"NA",1,0
834,47,19,17,Yes,"NA",1,1
835,57,NA,NA,Yes,"NA",1,0
836,54,NA,NA,Yes,"NA",1,0
837,44,NA,NA,Yes,"NA",1,0
838,62,NA,NA,Yes,"NA",1,0
839,80,NA,NA,Yes,"No, Definitely not",1,0
840,53,NA,NA,Yes,"NA",1,0
841,65,NA,NA,Yes,"NA",1,1
842,16,NA,NA,No,"NA",0,0
843,47,NA,NA,No,Unsure,0,1
844,40,NA,NA,Yes,"NA",1,0
845,70,NA,NA,Yes,Probably Not,1,0
846,19,NA,NA,No,"NA",0,0
847,65,NA,NA,No,"No, Definitely not",0,1
848,37,NA,NA,No,"No, Definitely not",0,1
849,64,NA,NA,Yes,"NA",1,0
850,80,NA,NA,Yes,"NA",1,0
851,49,NA,NA,No,"NA",0,1
852,70,NA,NA,Yes,"No, Definitely not",1,0
853,62,NA,NA,Yes,"NA",1,0
854,67,NA,NA,Yes,"No, Definitely not",2,2
855,20,NA,NA,No,Probably Yes,0,0
856,46,NA,NA,Yes,"No, Definitely not",1,1
857,44,NA,NA,Yes,"NA",1,0
858,72,NA,NA,Yes,"NA",1,0
859,52,NA,NA,No,Probably Not,0,1
860,22,NA,NA,No,"NA",0,0
861,80,NA,NA,Yes,Unsure,1,0
862,35,NA,NA,Yes,"NA",1,0
863,16,NA,NA,No,"NA",0,0
864,65,NA,NA,Yes,"NA",1,0
865,80,NA,21,Yes,"NA",3,0
866,26,NA,NA,Yes,"NA",1,0
867,61,NA,NA,Yes,"NA",1,0
868,54,NA,NA,Yes,"NA",1,0
869,33,NA,NA,Yes,"NA",1,0
870,63,16,16,Yes,"NA",2,3
871,43,22,19,Yes,"NA",1,0
872,63,NA,NA,Yes,"NA",1,0
873,65,NA,NA,Yes,"NA",1,0
874,47,NA,NA,No,"NA",0,1
875,54,NA,NA,Yes,"NA",1,0
876,32,NA,NA,Yes,"NA",1,0
877,45,NA,NA,Yes,"NA",1,0
878,32,NA,NA,Yes,"NA",1,1
879,76,NA,NA,Yes,"NA",1,0
880,52,NA,NA,Yes,"NA",1,0
881,40,NA,NA,Yes,"NA",1,0
882,52,NA,NA,Yes,"NA",1,1
883,47,NA,NA,No,Probably Not,0,0
884,23,NA,7,No,"NA",0,0
885,63,NA,NA,Yes,"NA",1,1
886,53,NA,NA,Yes,"NA",1,0
887,61,NA,NA,Yes,"NA",1,0
888,24,15,15,No,"NA",0,0
889,54,NA,20,Yes,Unsure,1,0
890,56,NA,NA,Yes,Unsure,1,1
891,74,NA,NA,Yes,Probably Not,1,0
892,63,NA,NA,No,"No, Definitely not",0,1
893,71,NA,NA,No,"No, Definitely not",0,0
894,59,NA,NA,Yes,"NA",2,1
895,69,NA,NA,Yes,"NA",1,0
896,63,NA,NA,Yes,"NA",1,0
897,65,30,30,No,Unsure,0,0
898,53,NA,NA,Yes,"NA",1,0
899,57,35,35,Yes,"NA",1,0
900,26,NA,NA,No,"NA",0,0
901,65,NA,NA,Yes,"NA",1,0
902,19,NA,NA,No,"NA",0,0
903,19,NA,3,No,"NA",0,0
904,38,NA,NA,Yes,"NA",1,0
905,30,NA,NA,Yes,"NA",1,0
906,18,NA,NA,No,"NA",0,0
907,67,NA,NA,No,Probably Not,0,0
908,68,NA,NA,No,"NA",0,0
909,48,NA,NA,Yes,"NA",1,0
910,69,NA,NA,Yes,Probably Not,1,0
911,74,NA,NA,Yes,"NA",1,1
912,63,NA,NA,Yes,"NA",1,0
913,27,NA,NA,No,Definitely Yes,0,0
914,34,NA,NA,Yes,"NA",1,0
915,54,NA,NA,Yes,"NA",1,0
916,35,NA,NA,Yes,"NA",1,0
917,27,2,2,No,Probably Yes,0,2
918,44,NA,NA,No,"NA",0,0
919,80,NA,NA,No,"No, Definitely not",0,1
920,64,NA,NA,Yes,"No, Definitely not",1,2
921,73,NA,NA,Yes,"NA",2,0
922,23,4,3,No,Definitely Yes,0,0
923,30,NA,NA,Yes,"NA",1,0
924,47,NA,13,Yes,Probably Yes,1,2
925,42,NA,NA,No,"NA",0,0
926,74,NA,NA,Yes,"No, Definitely not",1,0
927,43,NA,NA,No,Probably Yes,0,1
928,63,NA,NA,Yes,"NA",2,1
929,53,NA,NA,Yes,"NA",2,1
930,44,NA,NA,Yes,"NA",1,0
931,56,NA,NA,Yes,"NA",1,0
932,70,NA,NA,Yes,"NA",1,0
933,32,2,1,No,"NA",0,1
934,29,20,18,Yes,"NA",1,0
935,74,NA,NA,Yes,"No, Definitely not",1,0
936,41,NA,NA,Yes,"NA",1,0
937,51,NA,NA,Yes,"NA",1,0
938,44,NA,NA,Yes,"No, Definitely not",1,0
939,64,NA,NA,Yes,"NA",1,1
940,64,NA,NA,Yes,"NA",1,0
941,53,NA,35,No,"NA",0,0
942,61,NA,NA,Yes,"NA",1,0
943,53,5,4,Yes,"NA",1,0
944,55,NA,NA,Yes,"No, Definitely not",1,0
945,39,NA,21,No,"NA",0,0
946,66,NA,NA,Yes,"NA",1,2
947,45,NA,NA,Yes,"NA",1,0
948,33,NA,NA,Yes,Probably Not,1,2
949,76,NA,NA,Yes,"No, Definitely not",1,0
950,24,NA,NA,No,"NA",0,0
951,33,NA,8,No,Unsure,0,0
952,77,NA,NA,Yes,"NA",1,0
953,21,NA,NA,No,"NA",0,0
954,19,NA,NA,No,"NA",0,0
955,39,NA,NA,No,"No, Definitely not",0,0
956,33,NA,NA,Yes,"NA",1,0
957,57,NA,NA,Yes,"NA",1,0
958,22,NA,NA,No,"No, Definitely not",0,0
959,41,22,21,Yes,"No, Definitely not",1,1
960,65,NA,NA,Yes,"NA",1,0
961,17,NA,NA,No,"NA",0,0
962,63,NA,NA,Yes,"NA",1,1
963,32,NA,NA,Yes,"NA",1,0
964,57,NA,14,Yes,"NA",1,0
965,38,NA,NA,Yes,"NA",1,0
966,72,NA,NA,Yes,"NA",1,0
967,66,22,17,Yes,"NA",2,2
968,34,NA,3,No,"NA",0,0
969,39,NA,3,Yes,"NA",1,0
970,24,NA,NA,No,Probably Yes,0,0
971,49,NA,NA,Yes,"NA",1,0
972,73,NA,NA,Yes,"NA",1,0
973,66,NA,NA,No,"NA",0,0
974,29,7,6,Yes,"NA",1,1
975,41,19,18,Yes,"NA",1,1
976,19,NA,NA,No,"NA",0,0
977,80,NA,NA,Yes,"No, Definitely not",1,1
978,76,NA,NA,Yes,"NA",1,0
979,64,NA,NA,Yes,"NA",2,2
980,79,NA,NA,Yes,"NA",1,0
981,80,NA,NA,Yes,"No, Definitely not",1,0
982,44,NA,15,No,"No, Definitely not",0,1
983,57,NA,NA,No,"No, Definitely not",0,0
984,68,NA,NA,Yes,"No, Definitely not",1,0
985,35,NA,NA,Yes,"NA",1,0
986,29,NA,NA,Yes,"NA",1,0
987,80,NA,NA,Yes,"NA",1,0
988,80,NA,NA,Yes,"No, Definitely not",1,0
989,63,NA,NA,No,"No, Definitely not",0,0
990,35,5,5,Yes,"NA",1,0
991,72,NA,NA,Yes,Unsure,1,0
992,74,NA,NA,Yes,"NA",1,0
993,50,NA,21,Yes,Probably Yes,2,3
994,61,NA,NA,Yes,"NA",1,2
995,50,NA,NA,Yes,"NA",1,1
996,43,NA,NA,Yes,"NA",1,1
997,39,NA,NA,Yes,"NA",1,0
998,37,NA,NA,No,Unsure,0,0
999,44,NA,NA,Yes,"NA",1,0
1000,69,NA,NA,Yes,"NA",1,0
1001,30,NA,NA,No,Unsure,0,0
1002,46,5,4,Yes,"NA",1,0
1003,65,NA,NA,Yes,"NA",1,1
1004,49,30,13,Yes,Probably Not,1,1
1005,80,NA,NA,Don't know,"NA",0,0
1006,64,NA,NA,Yes,"NA",1,0
1007,52,NA,NA,Yes,"NA",1,1
1008,55,NA,NA,Yes,"NA",1,0
1009,67,NA,NA,Yes,Probably Not,1,1
1010,31,NA,NA,Yes,"NA",1,0
1011,32,5,3,No,"NA",0,0
1012,55,NA,NA,No,"NA",0,2
1013,33,NA,15,No,"NA",0,1
1014,47,NA,NA,Yes,"NA",1,0
1015,71,NA,NA,Yes,"NA",1,0
1016,61,NA,NA,Yes,"No, Definitely not",1,2
1017,56,NA,NA,Yes,"NA",1,0
1018,55,NA,NA,Yes,"No, Definitely not",1,2
1019,21,12,7,No,Probably Not,0,0
1020,72,NA,NA,Yes,"NA",1,0
1021,27,NA,NA,No,"NA",0,0
1022,59,NA,NA,Yes,"NA",1,1
1023,25,NA,NA,Yes,"NA",1,0
1024,68,NA,NA,Yes,"No, Definitely not",1,1
1025,15,NA,NA,No,"NA",0,0
1026,63,NA,34,Yes,"NA",1,0
1027,35,NA,20,No,"NA",0,0
1028,47,NA,NA,Yes,"NA",1,0
1029,68,NA,NA,No,"NA",0,0
1030,47,NA,NA,No,"No, Definitely not",0,0
1031,27,5,4,No,"NA",0,0
1032,19,NA,14,No,"NA",0,0
1033,35,NA,NA,No,Probably Yes,0,0
1034,67,NA,NA,Yes,"NA",1,0
1035,36,NA,NA,No,"NA",0,0
1036,29,NA,NA,No,"NA",0,0
1037,68,21,12,Yes,Probably Yes,2,5
1038,46,NA,NA,Yes,"NA",1,1
1039,62,NA,NA,Yes,"NA",1,1
1040,68,NA,NA,Yes,"NA",1,0
1041,76,NA,NA,Yes,"No, Definitely not",1,1
1042,30,NA,NA,Yes,"NA",1,0
1043,30,NA,NA,No,Probably Yes,0,0
1044,53,NA,NA,No,Probably Yes,0,0
1045,29,14,11,Yes,"NA",1,0
1046,76,NA,NA,Yes,"NA",1,0
1047,24,NA,NA,No,Definitely Yes,0,0
1048,24,NA,NA,No,Probably Yes,0,0
1049,67,NA,NA,Yes,Probably Not,2,1
1050,42,NA,NA,No,"NA",0,2
1051,27,NA,NA,No,Definitely Yes,0,0
1052,64,NA,NA,No,Probably Not,0,0
1053,43,NA,NA,Yes,"NA",1,0
1054,60,NA,NA,Yes,"NA",1,0
1055,63,NA,NA,Yes,"NA",2,1
1056,25,NA,NA,No,Unsure,0,0
1057,62,NA,NA,Yes,"NA",1,0
1058,54,NA,NA,Yes,"NA",1,0
1059,68,NA,NA,No,"NA",0,1
1060,63,NA,NA,Yes,"NA",1,1
1061,57,NA,NA,Yes,"NA",2,2
1062,57,NA,NA,No,"No, Definitely not",0,3
1063,44,NA,NA,Yes,"NA",1,0
1064,52,NA,NA,Yes,"NA",1,0
1065,37,NA,NA,No,Unsure,0,1
1066,69,NA,NA,Yes,"No, Definitely not",1,0
1067,54,NA,NA,Yes,"NA",1,0
1068,47,NA,NA,Yes,"NA",1,0
1069,70,NA,NA,Yes,"NA",1,0
1070,42,NA,NA,No,Unsure,0,0
1071,76,NA,NA,Yes,"NA",1,0
1072,60,NA,NA,Yes,"NA",1,2
1073,65,NA,NA,Yes,"NA",1,0
1074,33,24,19,Yes,"NA",1,1
1075,22,NA,NA,No,"NA",0,0
1076,80,NA,NA,Yes,"No, Definitely not",1,0
1077,41,22,16,Yes,"NA",1,1
1078,25,NA,NA,No,"NA",0,0
1079,55,NA,NA,Yes,"NA",1,0
1080,30,NA,NA,No,"NA",0,2
1081,31,NA,NA,No,"NA",0,1
1082,42,NA,NA,Yes,"NA",1,1
1083,39,NA,NA,Yes,"NA",1,1
1084,51,NA,NA,Yes,"NA",1,0
1085,47,22,20,Yes,"NA",2,1
1086,43,5,5,Yes,"NA",1,0
1087,56,NA,10,Yes,"NA",1,0
1088,55,NA,NA,No,Probably Not,0,2
1089,18,10,9,No,"NA",0,0
1090,57,NA,NA,No,Probably Yes,0,1
1091,71,NA,NA,Yes,"NA",1,0
1092,47,NA,12,No,"NA",0,2
1093,55,NA,NA,Yes,"NA",1,1
1094,52,NA,0,Yes,Probably Yes,1,1
1095,24,19,17,No,Probably Not,0,0
1096,63,NA,NA,Yes,"NA",1,0
1097,78,NA,NA,Yes,"No, Definitely not",1,0
1098,57,NA,NA,No,"NA",0,0
1099,75,NA,NA,No,"NA",0,0
1100,16,16,15,No,"NA",0,0
1101,29,NA,NA,Yes,"NA",1,0
1102,19,NA,NA,No,"NA",0,0
1103,69,NA,NA,Yes,"NA",1,0
1104,58,NA,NA,Yes,"NA",1,0
1105,56,NA,NA,Yes,Probably Not,1,1
1106,71,NA,NA,Yes,"NA",2,1
1107,44,NA,NA,No,"NA",0,1
1108,30,NA,18,Yes,"NA",1,0
1109,36,NA,NA,Yes,"NA",1,1
1110,39,35,35,Yes,"NA",1,0
1111,53,NA,NA,No,Definitely Yes,0,1
1112,80,NA,NA,Yes,Probably Yes,1,0
1113,64,NA,NA,Yes,"NA",1,0
1114,60,NA,NA,Yes,"NA",1,0
1115,28,NA,6,No,"NA",0,0
1116,66,NA,NA,Yes,"No, Definitely not",2,2
1117,31,NA,NA,Yes,"NA",1,0
1118,42,NA,18,No,"NA",0,1
1119,34,NA,NA,Yes,"NA",1,0
1120,48,NA,NA,Yes,"NA",2,1
1121,65,NA,NA,Yes,"NA",1,0
1122,70,NA,NA,Yes,"NA",1,0
1123,44,12,12,Yes,"NA",1,1
1124,43,33,4,No,"NA",0,0
1125,44,NA,NA,Yes,Probably Yes,1,1
1126,42,NA,NA,No,"NA",0,0
1127,53,NA,NA,Yes,"NA",1,1
1128,66,NA,NA,Yes,"NA",1,1
1129,58,NA,NA,Yes,"NA",1,0
1130,80,NA,NA,Yes,"NA",1,0
1131,69,NA,NA,No,Probably Not,0,0
1132,20,NA,NA,No,Probably Yes,0,0
1133,56,NA,NA,Yes,"NA",1,1
1134,43,NA,NA,Yes,"NA",1,0
1135,55,NA,NA,Yes,"NA",1,0
1136,20,NA,NA,No,Probably Yes,0,0
1137,60,NA,18,No,Probably Not,0,2
1138,64,NA,NA,Yes,"No, Definitely not",1,1
1139,70,NA,NA,Yes,"NA",1,1
1140,40,NA,NA,Yes,"NA",1,0
1141,56,NA,NA,Yes,"NA",2,1
1142,73,NA,NA,Yes,"NA",3,2
1143,63,NA,NA,Yes,"NA",1,1
1144,73,NA,NA,Yes,"No, Definitely not",1,0
1145,58,NA,NA,Yes,"NA",1,0
1146,75,NA,NA,Yes,"NA",1,0
1147,80,NA,NA,Yes,"No, Definitely not",1,0
1148,62,NA,NA,Yes,"NA",1,0
1149,42,NA,NA,Yes,"NA",1,0
1150,58,NA,NA,Yes,"NA",1,0
1151,68,NA,NA,Yes,"No, Definitely not",2,2
1152,55,NA,NA,Yes,"NA",1,0
1153,23,15,13,No,"NA",0,0
1154,35,NA,NA,Yes,"NA",1,0
1155,24,NA,NA,No,Unsure,0,0
1156,34,NA,NA,Yes,"NA",1,0
1157,80,NA,NA,Yes,"NA",1,0
1158,30,NA,NA,Yes,"NA",1,0
1159,26,NA,15,No,"NA",0,0
1160,57,NA,NA,No,Unsure,0,0
1161,74,NA,NA,Yes,"NA",1,0
1162,53,NA,NA,Yes,"No, Definitely not",1,0
1163,34,NA,NA,No,Probably Yes,0,1
1164,68,NA,NA,Yes,"NA",1,2
1165,73,NA,NA,Yes,"NA",1,0
1166,32,NA,NA,No,"NA",0,0
1167,73,NA,NA,Yes,"No, Definitely not",1,0
1168,63,NA,NA,Yes,"NA",1,0
1169,39,NA,NA,Yes,"NA",1,0
1170,51,NA,35,Yes,Unsure,1,1
1171,76,NA,NA,Yes,Probably Not,1,0
1172,35,9,8,Yes,"NA",1,1
1173,80,NA,NA,Yes,"NA",1,0
1174,30,16,16,No,"NA",0,0
1175,80,NA,NA,Yes,"No, Definitely not",1,0
1176,78,NA,NA,Yes,Probably Not,1,0
1177,54,NA,NA,No,"NA",0,1
1178,38,NA,NA,No,Probably Yes,0,1
1179,53,NA,NA,Yes,Probably Yes,1,2
1180,80,NA,NA,Yes,"No, Definitely not",1,0
1181,55,NA,NA,Yes,"NA",2,1
1182,35,NA,NA,No,Probably Yes,0,1
1183,52,NA,NA,No,Probably Not,0,3
1184,41,NA,NA,No,"NA",0,0
1185,34,NA,NA,Yes,"NA",1,0
1186,15,NA,NA,No,"NA",0,0
1187,34,NA,NA,Yes,"NA",1,0
1188,25,NA,NA,No,"NA",0,0
1189,33,NA,NA,No,Unsure,0,0
1190,68,NA,NA,Yes,Probably Not,1,1
1191,36,NA,NA,Yes,"NA",1,0
1192,23,NA,NA,No,"NA",0,0
1193,22,NA,NA,No,"NA",0,0
1194,53,NA,NA,Yes,"NA",1,1
1195,67,NA,2,Yes,"NA",1,0
1196,44,NA,NA,Yes,"NA",1,0
1197,67,NA,NA,Yes,"NA",2,1
1198,26,NA,NA,Yes,"NA",1,1
1199,47,NA,NA,Yes,"NA",1,0
1200,80,NA,NA,Yes,"NA",1,0
1201,49,NA,NA,No,"NA",0,1
1202,67,NA,NA,Yes,"No, Definitely not",1,0
1203,61,NA,NA,Yes,"No, Definitely not",1,1
1204,60,21,20,Yes,"NA",1,0
1205,47,NA,NA,Yes,"NA",1,0
1206,50,NA,NA,No,"No, Definitely not",0,0
1207,77,NA,NA,Yes,"No, Definitely not",1,0
1208,64,NA,NA,Yes,"NA",1,0
1209,62,NA,NA,Yes,"NA",1,0
1210,52,NA,NA,No,"NA",0,0
1211,27,25,13,No,Definitely Yes,0,1
1212,34,NA,NA,No,Probably Yes,0,0
1213,39,NA,NA,Yes,"NA",1,0
1214,33,14,14,Yes,"NA",1,0
1215,69,NA,NA,Yes,"NA",2,1
1216,30,NA,NA,No,Probably Not,0,1
1217,80,NA,NA,Yes,"NA",1,0
1218,47,NA,NA,No,Unsure,0,0
1219,66,NA,9,Yes,"NA",3,2
1220,34,NA,11,Yes,"NA",1,0
1221,29,NA,NA,Yes,"NA",1,0
1222,19,NA,NA,No,"NA",0,0
1223,39,NA,NA,Yes,"NA",1,0
1224,37,NA,NA,Yes,Unsure,1,1
1225,72,NA,NA,Yes,"NA",1,0
1226,59,NA,NA,Yes,"NA",1,0
1227,34,5,4,Yes,"NA",1,2
1228,68,NA,NA,Yes,"NA",1,0
1229,53,NA,NA,Yes,"NA",1,0
1230,54,NA,NA,Yes,"NA",1,0
1231,70,NA,35,Yes,"NA",2,1
1232,66,NA,NA,Yes,"NA",1,0
1233,27,NA,NA,No,"NA",0,0
1234,67,NA,NA,Yes,"NA",1,0
1235,80,NA,NA,Yes,"No, Definitely not",3,1
1236,26,NA,NA,Yes,"NA",1,0
1237,64,NA,NA,Yes,Probably Not,1,1
1238,34,NA,NA,Yes,"NA",1,1
1239,38,NA,NA,No,"NA",0,1
1240,58,NA,NA,Yes,"NA",1,0
1241,55,NA,NA,Yes,"No, Definitely not",1,1
